taxid,read_count
90964,2
91061,17
91347,31
91623,8
91624,4
94868,11
94869,6
96345,1
96565,2
99656,1
99675,1
100174,2
102134,5
102148,2
103891,5
103892,2
105229,1
106590,4
111519,1
112900,5
112901,9
112903,21
113107,1
114197,1
114528,3
119060,6
121726,1
121734,6
121735,1
128827,61
132925,8
133534,30
133535,2
134623,1
137591,1
146820,1
150336,1
157227,1
158836,1
158847,3
160385,31
160404,228
160487,3
166486,1
169177,2
169679,7
170367,2
171401,1
171549,250
171550,6
172713,1
172901,1
173959,1
179628,5
180164,6
182411,1
186328,17
186801,898
186802,30805
186803,2833
186804,17
186806,7
186807,97
186813,14
186814,2
186817,15
186818,1
186822,10
186824,4
186826,37
186828,1
187326,1
194924,126
195103,1
197614,2
198119,1
198347,2
200643,50
200644,2
201174,1
201571,3
203404,2
204429,2
204516,44
204936,23
205326,7
205327,2
208479,72
208962,3
209080,21
213115,13
213119,2
213810,271
214856,47
216931,1
216932,43
216933,3
216934,2
216935,32
216936,4
216937,2
216938,1
216940,5
216941,1
216943,3
216946,2
216947,48
218538,3
220714,1
223919,4
224471,1
225084,1
225345,1
225991,1
227292,1
227945,1
229205,1
229920,2
234908,21
237446,1
238012,1
239935,298
242698,1
246787,52
253257,36
253314,123
254410,1
254759,1
256845,63
256847,1
257758,1
258515,19
261685,1
264637,2
265477,4
267745,5
270918,1
272562,1
272564,6
274539,1
279215,1
280093,1
283737,1
290053,1
290055,47
290732,22
291644,2
292628,1
292800,1
293064,1
293065,2
296842,1
301302,18
307643,1
308994,15
309120,4
314583,2
319475,38
320502,103
321983,1
324079,6
328812,3
328813,191
328814,205
329854,28
329936,3
332101,5
333367,6
338188,4
340047,10
341225,1
349094,3
349095,11
349161,9
349741,21
351091,3706
351628,1
357276,19
357999,1
358742,1
358743,7
360296,1
363854,1
365617,2
370438,6
373671,1
387090,1
387661,5
389480,1
391358,1
393762,1
393763,1
394503,3
396504,53
397865,7
403962,1
411459,41
411465,14
411470,12
411477,1
412895,6
414999,31
415002,326
415223,1
416555,1
419208,1
425942,2
426703,1
431944,1
433287,142
433663,1
435590,1273
435591,10
437503,2
446692,1
449673,80
454154,16
460384,12
461876,1
464322,1
470145,11
474952,1
476652,1
484018,49
487174,667
487175,1
490089,9
490090,16
491921,26
497735,9
498761,1
500022,4
501496,1
501571,5
516704,1
528187,1
528191,1
536231,19
536633,12
537007,4
537011,8
537012,8
538999,6
541000,7691
543313,1
543314,127
544645,46
545243,12
551788,6
552397,1
557436,1
558415,3
561720,1
563835,1
571438,4
573061,1
573370,1
574930,9
582475,1
583346,2
583355,2
585054,21
585394,72
585520,2
588581,93
591001,7
592028,30
604099,2
622312,12
626937,506
629724,1
630626,1
633807,1
640938,1
642492,2
643648,1
644897,1
645466,2
646095,2
649756,62
649762,19
649777,1
651182,1
657309,9
659251,2
659425,3
663278,11
665118,1
679935,4
682550,1
682956,1
693216,1
694434,1921
696281,3
697329,7771
699281,24
702114,1
715028,1
717959,14
720554,65
742725,3
742726,717
742727,1
742743,583
742816,13
742817,220
743698,2
743965,5
747481,1
748727,9
755172,2
762967,3
762968,2
762984,7
763034,2
767817,4
768706,14
768710,2
796007,2
838561,3
859243,4
871664,15
871665,9
879612,1566
880447,1
886292,1
887325,2
888062,2
909929,14
909930,589
909932,784
912552,1
913099,1
926550,2
927665,2
929101,1
937334,257
979746,1
995019,61
997349,1
1000570,1
1002367,3
1007096,660
1033731,7
1033732,35
1033733,1
1033734,1
1033743,1
1037382,5
1064516,2
1064517,1
1064535,190
1076412,2
1077285,5
1114878,6
1118060,2
1118061,149
1121114,18
1121115,15
1121298,1
1121302,1
1121303,110
1121319,2
1121328,11
1121338,13
1121419,1
1121424,1
1121426,1
1121431,3
1122241,1
1122947,1
1122992,1
1123291,1
1123687,1
1139219,1
1143711,1
1157312,21
1157315,1
1158459,2
1162670,1
1170224,12
1187066,1
1202712,1
1203465,1
1203608,4
1211035,1
1211813,96
1216062,1
1217282,66
1218508,2
1224302,1
1232428,6
1235558,1
1235794,2
1236512,10
1236513,3
1236514,1
1256908,1
1262449,10
1276220,1
1276246,1
1281767,1
1282664,1
1285191,1
1286362,11
1286820,1
1289519,4
1291764,2
1293598,1
1296536,1
1297793,6
1299998,18
1313211,25
1337886,4
1341692,1
1350067,1
1367462,2
1385512,2
1414720,2
1415778,1
1423751,2
1450648,17
1452742,2
1462996,1
1463157,3
1463164,1
1469948,111
1470560,1
1471398,1
1472040,11
1472416,16
1472417,198
1482736,1
1499973,6
1505723,3
1514105,1
1550024,2
1565089,2
1570339,24
1572762,1
1603869,1
1616788,1
1617979,2
1643805,3
1643824,1
1643826,19
1652957,1
1662055,15
1673725,1
1677857,35
1691940,5
1702221,1
1720247,1
1728934,2
1737404,4
1737405,2
1737406,3
1746200,2
1752142,1
1775411,1
1776164,1
1776391,5
1777141,1
1783257,52
1783272,428
1796615,1
1805714,1097
1816678,224
1816689,33
1819254,2
1838286,2
1841856,1
1841867,1
1843490,42
1843491,7
1844972,2
1848773,1
1849278,1
1852367,1
1853231,2665
1854499,4
1871008,1
1871035,1
1903261,1
1903409,2
1907660,1
1912896,2
1917870,34
1921568,3
1922313,1
1936991,1
1958780,1
1962263,45
2005519,7
2005525,11
2018668,1
2018669,2
2023235,3
2025493,22
2042057,5
2047734,1
2048549,2
2267537,1
2304686,3291
