,name,read_count,percentage
71,Bacteroides faecis,23,0.0353666600033829
72,Streptococcus salivarius,22,0.0338289791336706
73,Blautia hansenii,16,0.0246028939153968
74,Sutterella stercoricanis,16,0.0246028939153968
75,Veillonella parvula,16,0.0246028939153968
76,[Clostridium] algidixylanolyticum,15,0.0230652130456845
77,Blautia luti,15,0.0230652130456845
78,Citrobacter koseri,14,0.0215275321759722
79,Faecalicatena orotica,14,0.0215275321759722
80,Faecalicatena contorta,14,0.0215275321759722
81,Bacteroides nordii,13,0.0199898513062599
82,Lactococcus lactis,13,0.0199898513062599
83,Blautia wexlerae,13,0.0199898513062599
84,Collinsella phocaeensis,13,0.0199898513062599
85,Veillonella dispar,13,0.0199898513062599
86,Faecalicatena fissicatena,13,0.0199898513062599
87,Shigella dysenteriae,12,0.018452170436547597
88,Blautia glucerasea,12,0.018452170436547597
89,Bacteroides sartorii,12,0.018452170436547597
90,Roseburia intestinalis,12,0.018452170436547597
91,Blautia schinkii,11,0.0169144895668353
92,Prevotella copri,11,0.0169144895668353
93,Bacteroides intestinalis,11,0.0169144895668353
94,Bacteroides finegoldii,11,0.0169144895668353
95,Desulfovibrio piger,11,0.0169144895668353
96,Anaerotignum propionicum,10,0.015376808697123
97,Blautia marasmi,9,0.013839127827410699
98,[Ruminococcus] torques,9,0.013839127827410699
99,Absiella tortuosum,9,0.013839127827410699
100,Alistipes indistinctus,9,0.013839127827410699
101,Alistipes onderdonkii,8,0.0123014469576984
102,Kosakonia sacchari,8,0.0123014469576984
103,Parabacteroides goldsteinii,7,0.0107637660879861
104,Kineothrix alysoides,7,0.0107637660879861
105,Bacteroides eggerthii,7,0.0107637660879861
106,Desulfovibrio intestinalis,7,0.0107637660879861
107,[Clostridium] spiroforme,7,0.0107637660879861
108,Bacteroides massiliensis,7,0.0107637660879861
109,Desulfovibrio simplex,6,0.009226085218273799
110,Shigella boydii,6,0.009226085218273799
111,Escherichia albertii,6,0.009226085218273799
112,[Clostridium] saccharogumia,6,0.009226085218273799
113,Pectobacterium polaris,6,0.009226085218273799
114,Citrobacter amalonaticus,5,0.0076884043485615
115,Shimwellia blattae,5,0.0076884043485615
116,Herbaspirillum seropedicae,5,0.0076884043485615
117,Bacteroides cellulosilyticus,5,0.0076884043485615
118,Veillonella atypica,5,0.0076884043485615
119,Sporomusa sphaeroides,5,0.0076884043485615
120,Enterobacter cloacae,5,0.0076884043485615
121,Bacteroides helcogenes,5,0.0076884043485615
122,[Clostridium] cocleatum,5,0.0076884043485615
123,Bacteroides barnesiae,4,0.0061507234788492
124,Alistipes senegalensis,4,0.0061507234788492
125,Bacteroides faecichinchillae,4,0.0061507234788492
126,Bacteroides fluxus,4,0.0061507234788492
127,Veillonella tobetsuensis,4,0.0061507234788492
128,Collinsella aerofaciens,4,0.0061507234788492
129,Blautia obeum,4,0.0061507234788492
130,Ruminococcus albus,3,0.004613042609136899
131,Serratia marcescens,3,0.004613042609136899
132,Parabacteroides faecis,3,0.004613042609136899
133,Kosakonia oryzae,3,0.004613042609136899
134,Sutterella parvirubra,3,0.004613042609136899
135,Bacteroides acidifaciens,3,0.004613042609136899
136,Streptococcus thermophilus,3,0.004613042609136899
137,Bacteroides stercorirosoris,3,0.004613042609136899
138,Bacteroides caecigallinarum,2,0.0030753617394246
139,Desulfovibrio longreachensis,2,0.0030753617394246
140,[Clostridium] glycyrrhizinilyticum,2,0.0030753617394246
141,Romboutsia timonensis,2,0.0030753617394246
142,Blautia stercoris,2,0.0030753617394246
143,Phascolarctobacterium faecium,2,0.0030753617394246
144,Bacteroides paurosaccharolyticus,2,0.0030753617394246
145,Alistipes timonensis,2,0.0030753617394246
146,[Clostridium] scindens,2,0.0030753617394246
147,Xenorhabdus mauleonii,2,0.0030753617394246
148,Desulfovibrio alaskensis,2,0.0030753617394246
149,Salmonella enterica,2,0.0030753617394246
150,Streptococcus mitis,2,0.0030753617394246
151,Serratia odorifera,2,0.0030753617394246
152,Enterobacter hormaechei,2,0.0030753617394246
153,Blautia hydrogenotrophica,2,0.0030753617394246
154,Blautia caecimuris,2,0.0030753617394246
155,Caldimonas hydrothermale,2,0.0030753617394246
156,Nocardioides islandensis,2,0.0030753617394246
157,Leptothrix discophora,2,0.0030753617394246
158,Barnesiella viscericola,2,0.0030753617394246
159,Faecalibacterium prausnitzii,2,0.0030753617394246
160,Streptococcus parasanguinis,2,0.0030753617394246
161,Streptococcus sanguinis,2,0.0030753617394246
162,Vibrio cholerae,2,0.0030753617394246
163,Parabacteroides chinchillae,1,0.0015376808697123
164,Citrobacter murliniae,1,0.0015376808697123
165,Delftia acidovorans,1,0.0015376808697123
166,Erwinia pyrifoliae,1,0.0015376808697123
167,Citrobacter rodentium,1,0.0015376808697123
168,Enterobacter cancerogenus,1,0.0015376808697123
169,Erwinia psidii,1,0.0015376808697123
170,Vibrio alginolyticus,1,0.0015376808697123
171,Syntrophococcus sucromutans,1,0.0015376808697123
172,Clostridium disporicum,1,0.0015376808697123
173,Citrobacter farmeri,1,0.0015376808697123
174,Lactobacillus rogosae,1,0.0015376808697123
175,Christensenella minuta,1,0.0015376808697123
176,Caldicoprobacter algeriensis,1,0.0015376808697123
177,Rhodothermus profundi,1,0.0015376808697123
178,Vibrio gazogenes,1,0.0015376808697123
179,Vibrio parahaemolyticus,1,0.0015376808697123
180,Vibrio campbellii,1,0.0015376808697123
181,Porticoccus hydrocarbonoclasticus,1,0.0015376808697123
182,Serratia ficaria,1,0.0015376808697123
183,Corynebacterium kroppenstedtii,1,0.0015376808697123
184,Klebsiella variicola,1,0.0015376808697123
185,Lactobacillus kalixensis,1,0.0015376808697123
186,Dialister invisus,1,0.0015376808697123
187,Erwinia papayae,1,0.0015376808697123
188,Clostridium frigoris,1,0.0015376808697123
189,Veillonella infantium,1,0.0015376808697123
190,Streptococcus himalayensis,1,0.0015376808697123
191,Bacteroides caecimuris,1,0.0015376808697123
192,Ramlibacter rhizophilus,1,0.0015376808697123
193,Caballeronia arationis,1,0.0015376808697123
194,Rosenbergiella epipactidis,1,0.0015376808697123
195,Parabacteroides gordonii,1,0.0015376808697123
196,Bacteroides coprosuis,1,0.0015376808697123
197,Alistipes ihumii,1,0.0015376808697123
198,Mixta theicola,1,0.0015376808697123
199,Streptomyces burgazadensis,1,0.0015376808697123
200,Achromobacter pulmonis,1,0.0015376808697123
201,Streptococcus vestibularis,1,0.0015376808697123
202,Bacteroides luti,1,0.0015376808697123
203,Megasphaera massiliensis,1,0.0015376808697123
204,Pectobacterium aroidearum,1,0.0015376808697123
205,Clostridium arbusti,1,0.0015376808697123
206,Ethanoligenens harbinense,1,0.0015376808697123
207,Hungateiclostridium clariflavum,1,0.0015376808697123
208,[Eubacterium] cellulosolvens,1,0.0015376808697123
209,Bacteroides pyogenes,1,0.0015376808697123
210,Dickeya chrysanthemi,1,0.0015376808697123
211,Erwinia amylovora,1,0.0015376808697123
212,Raoultella ornithinolytica,1,0.0015376808697123
213,Bordetella parapertussis,1,0.0015376808697123
214,Bordetella bronchiseptica,1,0.0015376808697123
215,Kluyvera ascorbata,1,0.0015376808697123
216,Vibrio azureus,1,0.0015376808697123
217,Vibrio mytili,1,0.0015376808697123
218,Parasutterella excrementihominis,1,0.0015376808697123
219,Bacteroides graminisolvens,1,0.0015376808697123
220,Ruminococcus lactaris,1,0.0015376808697123
221,Megamonas funiformis,1,0.0015376808697123
222,Treponema pedis,1,0.0015376808697123
223,Xenorhabdus poinarii,1,0.0015376808697123
224,Stenotrophomonas maltophilia,1,0.0015376808697123
225,[Eubacterium] eligens,1,0.0015376808697123
226,Bacteroides propionicifaciens,1,0.0015376808697123
227,Oxobacter pfennigii,1,0.0015376808697123
228,[Clostridium] colinum,1,0.0015376808697123
229,Prevotella stercorea,1,0.0015376808697123
230,Massilia lutea,1,0.0015376808697123
231,Clostridium saccharoperbutylacetonicum,1,0.0015376808697123
232,Unclassified,24803,38.13909861147432
