taxid,read_count
133448,1
133534,1
133535,1
134605,26
135622,1
143387,2
147047,1
150055,1
151783,1
155192,31
158847,6
160385,6
160404,198
160487,1
162209,1
169177,2
169679,2
170367,2
171549,1226
171550,22
171552,55
179628,1
180164,12
180195,2
180198,9
180200,3
185008,1
185294,1
185693,1
186328,12
186801,66
186802,18013
186803,6453
186804,12
186806,6
186807,56
186813,5
186817,1
186818,1
186822,4
186824,1
186826,1
190304,2
194924,25
195930,2
200630,2
200643,8
200644,3
202948,1
203492,15
204429,2
204441,18
204455,1
204457,4
204516,1927
204936,1
205326,10
205327,1
208479,324
208962,8
211589,1
211760,1
213115,6
213119,1
213312,2
213810,43
214856,66
216931,3
216932,73
216934,2
216935,3
216936,6
216938,2
216940,1
216941,1
216943,3
216944,2
216947,10
224471,12
225084,1
227138,1
227290,5
228604,1
231025,1
234908,24
237530,2
239935,36
240521,2
241413,2
241416,1
246787,196
252246,2
253257,82
253314,24
253703,1
255474,1
255475,1
256845,55
266951,1
268407,1
270249,3
270250,1
270918,1
272562,1
272564,1
273251,1
281920,1
285729,6
290053,1
290055,140
290732,1
291644,14
295324,1
296842,1
296995,1
299214,3
301302,534
306543,1
307483,1
308994,2
309120,1
312089,1
314236,2
314260,1
316067,1
317010,1
319236,2
319475,2
320502,36
320909,5
321983,1
323273,1
324079,4
328812,9
328813,281
328814,220
329854,273
329936,1
333367,17
335929,2
338188,56
340047,6
341225,9
342942,1
349094,3
349095,7
349161,1
349750,1
351091,5356
351345,1
351614,1
357276,427
358742,8
358743,15
360422,1
362837,2
363843,1
365617,4
369958,1
370438,1
376804,2
376805,1
376806,4
379684,1
380084,1
387090,372
387661,12
393251,1
393480,4
394503,1
396504,4
396716,1
397865,104
398527,1
407152,1
407975,3
411459,52
411465,1
411470,86
411477,13
414052,5
416170,1
419208,1
420402,1
433287,48
433663,6
435590,536
435591,308
435906,1
443612,1
444163,1
449673,77
450851,2
454154,717
459526,1
460384,74
466107,1
469547,1
470145,4
470565,2
474960,1
477666,2
481138,5
481139,17
481723,1
484018,196
487174,1373
487175,2
488438,1
491921,125
497725,1
501571,4
502366,1
515414,1
515620,1
516702,2
519472,1
521095,1
528187,1
536231,61
536633,16
537007,7
537011,2383
537012,17
538999,11
541000,10909
543314,108
544480,4
544644,207
544645,264
551788,1
552397,1
553174,11
557436,1
558415,1
560535,1
563163,1
563835,1
571438,1
573058,1
574930,12
575978,1
585054,50
585394,321
585520,1
588581,7
591001,1
592028,6
596085,2
617001,1
622312,1125
626937,42
630626,2
632335,1
644897,1
645466,1
646095,5
646529,1
649756,152
649762,47
649777,15
653954,1
657309,55
657642,1
659015,1
663278,106
679935,2
682957,1
684063,4
686226,2
687844,1
687861,2
694427,1
694434,114
697329,253
699281,5
706562,2
714315,1
714943,1
715028,1
717959,28
720554,18
732237,14
742725,226
742726,933
742727,10
742743,5112
742816,82
747481,2
748727,2
754035,1
760012,1
760154,1
760570,3
762947,1
762967,12
762968,109
762984,54
763034,2
767817,1
838561,1
857293,1
862114,1
871327,1
871664,8
871665,14
879243,2
879612,616
880447,2
888062,3
888807,2
889206,5
907224,1
908946,4
909929,13
909930,41
909932,64
927665,71
928210,3
935294,1
937334,18
947010,2
947013,1
979627,1
993502,1
995019,216
1002367,1
1007096,763
1033731,8
1033732,37
1037382,2
1064516,3
1064518,2
1064535,52
1076412,1
1077285,108
1096929,1
1111479,1
1115758,1
1118061,333
1121114,18
1121115,11
1121303,11
1121325,1
1121328,2
1121338,3
1121830,1
1122135,70
1122919,1
1122958,2
1123365,3
1134510,11
1139219,1
1157312,3
1158459,1
1170224,1
1173684,1
1176534,1
1177574,4
1177928,8
1177929,6
1181891,1
1196095,3
1203608,18
1211813,38
1217274,4
1217282,22
1224742,1
1232428,2
1233113,2
1236512,5
1236513,12
1236514,27
1236515,2
1236518,1
1236538,10
1238182,1
1256908,1
1262449,2
1267766,1
1276220,1
1276221,1
1276259,1
1282664,2
1285191,1
1286362,24
1286820,9
1289519,1
1291764,1
1293890,11
1293891,1
1297617,1
1297793,22
1298596,1
1299998,2
1313211,73
1318743,20
1337094,1
1337886,1
1349416,1
1349822,1
1350067,2
1359185,1
1367462,2
1368474,1
1382359,1
1387165,1
1391729,2
1406906,1
1417852,1
1423744,1
1450648,4
1452742,2
1469948,471
1472040,1
1472416,197
1472417,568
1473182,2
1499973,10
1514105,3
1528106,4
1549748,3
1550907,2
1567107,2
1570339,4
1611323,1
1643805,31
1643826,4
1656094,1
1662055,1
1662421,2
1673725,3
1677857,3
1686310,27
1691940,2
1720298,1
1728934,1
1737405,3
1737407,1
1755100,5
1776391,18
1777867,1
1783257,47
1783272,148
1796613,1
1796615,1
1796620,1
1805714,27
1811225,1
1813876,3
1816678,13
1816689,3007
1841856,5
1843490,7
1843491,31
1848459,1
1850444,1
1853231,2
1871008,1
1871035,1
1888195,1
1891279,13
1903056,1
1903409,1
1907660,4
1914305,1
1917868,4
1917870,55
1938558,24
1962263,7
1970189,1
2005519,34
2005525,38
2023235,1
2025493,30
2042057,2
2047734,1
2304686,838
