,name,read_count,percentage
0,Ruminococcus,8276,9.14454929172836
1,Oscillibacter,4366,4.82420278004906
2,Bacteroides,3459,3.822014983094296
3,Gracilibacter,1921,2.1226050253033084
4,Megasphaera,1835,2.0275795010055027
5,Christensenella,1827,2.018739917349893
6,Barnesiella,1391,1.5369826081191575
7,Alistipes,1350,1.4916797418841574
8,Hungateiclostridium,742,0.8198713840578109
9,Parabacteroides,700,0.7734635698658593
10,Clostridium,666,0.7358953393295176
11,Dialister,638,0.7049567965348832
12,Ruminiclostridium,600,0.6629687741707365
13,Anaerotignum,437,0.4828622571876865
14,Desulfovibrio,390,0.4309297032109788
15,Lachnoclostridium,372,0.4110406399858567
16,Akkermansia,319,0.3524783982674416
17,Odoribacter,308,0.3403239707409781
18,Caldicoprobacter,299,0.33037943912841705
19,Butyricimonas,260,0.2872864688073192
20,Sutterella,235,0.2596627698835385
21,Spiroplasma,205,0.22651433117500167
22,Blautia,200,0.22098959139024554
23,Roseburia,122,0.13480365074804976
24,Kineothrix,111,0.12264922322158626
25,Mycoplasma,95,0.10497005591036661
26,Faecalicatena,94,0.1038651079534154
27,Oxobacter,72,0.07955625290048839
28,Anaerostipes,64,0.07071666924487857
29,Thermoclostridium,58,0.0640869815031712
30,Sporomusa,46,0.05082760601975647
31,Paenibacillus,43,0.047512762148902786
32,Prevotella,43,0.047512762148902786
33,Propionispora,42,0.04640781419195156
34,Megamonas,42,0.04640781419195156
35,Desulfosporosinus,41,0.04530286623500033
36,Escherichia,36,0.03977812645024419
37,Dethiosulfovibrio,33,0.03646328257939051
38,Brevibacillus,30,0.03314843870853683
39,Eubacterium,28,0.030938542794634375
40,Desulfotomaculum,28,0.030938542794634375
41,Parvimonas,25,0.027623698923780693
42,Cerasicoccus,25,0.027623698923780693
43,Lactobacillus,24,0.02651875096682946
44,Aminiphilus,22,0.024308855052927007
45,Streptococcus,20,0.022098959139024554
46,Acetanaerobacterium,19,0.020994011182073325
47,Olsenella,19,0.020994011182073325
48,Paraprevotella,18,0.019889063225122097
49,Desulfallas,18,0.019889063225122097
50,Acidaminococcus,15,0.016574219354268414
51,Klebsiella,15,0.016574219354268414
52,Peptococcus,13,0.014364323440365959
53,Acholeplasma,12,0.01325937548341473
54,Shigella,12,0.01325937548341473
55,Collinsella,12,0.01325937548341473
56,Ethanoligenens,11,0.012154427526463504
57,Desulfitobacterium,11,0.012154427526463504
58,Propionispira,9,0.009944531612561048
59,Veillonella,9,0.009944531612561048
60,Heliobacterium,8,0.008839583655609821
61,Geobacter,8,0.008839583655609821
62,Moorella,7,0.007734635698658594
63,Noviherbaspirillum,7,0.007734635698658594
64,Campylobacter,7,0.007734635698658594
65,Caldilinea,6,0.006629687741707365
66,Cupriavidus,6,0.006629687741707365
67,Pelotomaculum,6,0.006629687741707365
68,Bacillus,6,0.006629687741707365
69,Lactococcus,6,0.006629687741707365
70,Peptoniphilus,6,0.006629687741707365
71,Butyricicoccus,5,0.005524739784756138
72,Mogibacterium,5,0.005524739784756138
73,Magnetospirillum,5,0.005524739784756138
74,Pectobacterium,5,0.005524739784756138
75,Enterobacter,5,0.005524739784756138
76,Citrobacter,5,0.005524739784756138
77,Romboutsia,5,0.005524739784756138
78,Chlamydia,4,0.004419791827804911
79,Pelosinus,4,0.004419791827804911
80,Flavobacterium,4,0.004419791827804911
81,Candidatus Flaviluna,4,0.004419791827804911
82,Thermoanaerobacterium,4,0.004419791827804911
83,Erysipelatoclostridium,4,0.004419791827804911
84,Eggerthella,4,0.004419791827804911
85,Herbaspirillum,4,0.004419791827804911
86,Lacunisphaera,3,0.0033148438708536826
87,Leptospira,3,0.0033148438708536826
88,Faecalibacterium,3,0.0033148438708536826
89,Pontibacillus,3,0.0033148438708536826
90,Exiguobacterium,3,0.0033148438708536826
91,Streptomyces,3,0.0033148438708536826
92,Lysinibacillus,3,0.0033148438708536826
93,Ancylothrix,3,0.0033148438708536826
94,Tissierella,3,0.0033148438708536826
95,Ralstonia,3,0.0033148438708536826
96,Dorea,3,0.0033148438708536826
97,Massilia,3,0.0033148438708536826
98,Hathewaya,3,0.0033148438708536826
99,Coraliomargarita,2,0.0022098959139024554
100,Anaerobranca,2,0.0022098959139024554
101,Ruthenibacterium,2,0.0022098959139024554
102,Azospirillum,2,0.0022098959139024554
103,Sporobacter,2,0.0022098959139024554
104,Fructobacillus,2,0.0022098959139024554
105,Leptolinea,2,0.0022098959139024554
106,Weissella,2,0.0022098959139024554
107,Lachnoanaerobaculum,2,0.0022098959139024554
108,Enterococcus,2,0.0022098959139024554
109,Allohahella,2,0.0022098959139024554
110,Enorma,2,0.0022098959139024554
111,Devosia,2,0.0022098959139024554
112,Desulfofundulus,2,0.0022098959139024554
113,Cellulosilyticum,2,0.0022098959139024554
114,Absiella,2,0.0022098959139024554
115,Kosakonia,2,0.0022098959139024554
116,Desulfofarcimen,2,0.0022098959139024554
