,filename,read_id,exit_status,runid,taxid,barcode,accuracy,lca,genus_taxid
71,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_99_0.fastq,12442724-05fc-43b7-9b51-bcd8496e639f,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,470145,BC03,95.22,0,816
92,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_99_0.fastq,194751a6-d801-4e0d-9113-07250a9139db,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,351091,BC03,88.64,0,459786
117,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_99_0.fastq,204fad2e-2abb-4115-a88d-41b657fddf70,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,470145,BC03,93.14,0,816
200,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_99_0.fastq,35ac8088-2c82-422d-83ad-fa282fe0ec56,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,541000,BC03,92.97,1,-1
268,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_99_0.fastq,48ae40cd-eb0d-4562-9244-9e2266e996db,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,186802,BC03,93.56,1,-1
386,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_99_0.fastq,6f7e4653-449e-4e94-85f1-54b88379bafb,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,470145,BC03,95.7,0,816
429,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_99_0.fastq,7c1fc0d4-96ee-43ca-93a7-204f41438b48,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,541000,BC03,86.45,1,-1
459,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_99_0.fastq,85bae7a6-a1de-4418-b634-84ec0796cfb7,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,541000,BC03,93.66,1,-1
471,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_99_0.fastq,89d2c6c8-7195-46c3-8712-0a4faa046911,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,376806,BC03,89.31,0,816
472,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_99_0.fastq,8a3ef8bf-3cc8-4f95-acba-1143823fd99b,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,358743,BC03,88.6,0,1506553
585,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_99_0.fastq,a8f5d8ad-61ed-4143-8da7-091f44826e5f,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,821,BC03,87.8,0,816
596,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_99_0.fastq,ad0a0cfe-5f35-48fc-9562-bfe74466540d,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,171549,BC03,87.81,1,-1
696,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_99_0.fastq,c927c266-5144-4fb9-9d65-9d05f227627a,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,484018,BC03,94.39,0,816
743,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_99_0.fastq,d598ad9c-afc2-45cf-945c-25005b0f67ad,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,541000,BC03,93.67,1,-1
779,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_99_0.fastq,ded5b0ef-3248-40af-81ac-3f37eba266bb,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,186802,BC03,88.6,1,-1
804,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_99_0.fastq,e409a2cf-3242-4f0d-a859-00b23cd82736,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,470145,BC03,91.37,0,816
829,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_99_0.fastq,eab17578-d306-40e0-ba6c-4c2391dd46fa,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,541000,BC03,88.41,1,-1
1003,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_191_2.fastq,1b299d7a-4c3e-48c5-9562-4a13eb60199d,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,543,BC03,93.43,1,-1
1009,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_191_2.fastq,1d18b882-46d1-406c-a177-f4603e9bd145,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,470145,BC03,93.17,0,816
1043,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_191_2.fastq,26f59662-8da4-43dc-8c75-07d6431a896d,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,484018,BC03,94.34,0,816
1140,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_191_2.fastq,40b94c25-2696-416b-ae7d-a0a11596480b,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,821,BC03,95.54,0,816
1155,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_191_2.fastq,46f4c935-0bab-404b-918a-fa926e86ec5c,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,821,BC03,92.92,0,816
1199,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_191_2.fastq,54399c28-cd87-4b16-b3a5-20dc9a6a2ac1,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,541000,BC03,94.73,1,-1
1225,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_191_2.fastq,5c042c9e-3ee4-4340-833e-716ef86f2f15,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,484018,BC03,89.78,0,816
1292,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_191_2.fastq,6f7c0c0c-4c44-4bfa-b89e-14bac44d92bb,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,909932,BC03,91.04,1,-1
1295,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_191_2.fastq,6fb04f96-2a25-4b1a-943c-7a650d01c562,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,484018,BC03,89.91,0,816
1348,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_191_2.fastq,7bbad79b-7a62-41e8-a3d5-b3c7358c15e0,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,204516,BC03,88.18,0,816
1373,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_191_2.fastq,843e7884-d96a-4b8d-8304-78850e495374,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,204516,BC03,90.9,0,816
1460,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_191_2.fastq,9beff95a-1aac-45b8-a9ae-248f97748831,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,484018,BC03,91.42,0,816
1693,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_191_2.fastq,dcaf45c2-35d6-4ff5-81d0-18a0b99957d4,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,470145,BC03,94.56,0,816
1747,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_191_2.fastq,ead83bef-1ac6-4e65-aaf8-01ee79e80f7a,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,449673,BC03,91.43,0,816
1929,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_282_1.fastq,2327ade6-f656-4858-ac56-1821575fc46d,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,541000,BC03,93.02,1,-1
1966,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_282_1.fastq,32bcbc39-852e-4ae8-a98e-57a488736c50,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,1917870,BC03,88.06,0,1506553
2018,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_282_1.fastq,437039cd-982b-4452-9906-56ed13150d4c,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,47678,BC03,91.43,0,816
2045,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_282_1.fastq,4c56abe4-0f03-4570-873a-2241c82fceb4,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,186802,BC03,87.3,1,-1
2104,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_282_1.fastq,609ffb6e-0223-4d20-bb9f-dc844eb28eec,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,1239,BC03,84.53,1,-1
2211,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_282_1.fastq,83ae3eed-c809-4b99-a930-8c73823cebe2,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,585054,BC03,91.6,0,561
2220,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_282_1.fastq,865052fd-30d2-4d88-8621-c0ebacd63926,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,491921,BC03,91.01,0,158846
2286,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_282_1.fastq,9b20d463-d8a4-425d-8ad2-fd97e80e882d,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,541000,BC03,87.41,1,-1
2344,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_282_1.fastq,b0f30be3-b938-4ea2-b47c-13947dc56acf,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,449673,BC03,90.83,0,816
2472,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_282_1.fastq,dfebc42d-aea9-44b3-9453-855ecc3c0c8f,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,128827,BC03,89.45,1,-1
2485,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_282_1.fastq,e40c4d8b-0aae-4f66-8dd2-704aee3e4ac7,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,186803,BC03,87.25,1,-1
2700,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_121_2.fastq,3111da80-f807-477d-8459-e25887f14f28,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,1007096,BC03,90.64,0,459786
2770,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_121_2.fastq,436ae112-7018-4279-bf45-15359d859fcc,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,817,BC03,91.58,0,816
2829,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_121_2.fastq,549e8729-97e3-4231-b9af-567360a63731,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,449673,BC03,89.1,0,816
3010,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_121_2.fastq,84754c6f-25d2-4e5b-a4c1-ef421bc675bc,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,470145,BC03,90.97,0,816
3059,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_121_2.fastq,9399e5e4-6435-4bda-a0c8-80a8a31aa7c1,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,470145,BC03,92.16,0,816
3537,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_155_1.fastq,169207e5-f6b3-428f-9d6f-9f4b1f775e9d,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,541000,BC03,85.78,1,-1
3636,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_155_1.fastq,27800778-2f8e-4571-8e04-8e74d183fad4,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,909930,BC03,92.91,1,-1
3759,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_155_1.fastq,3f9f05d1-c622-4661-9ffa-aa0e6b159c2a,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,909930,BC03,91.34,1,-1
3820,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_155_1.fastq,4bb18ae3-432e-4342-bcd6-dc09824787a2,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,541000,BC03,92.1,1,-1
3858,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_155_1.fastq,52d5460d-3729-435a-9cd9-7c58eb1e7c21,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,28117,BC03,82.02,0,239759
3871,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_155_1.fastq,55d87749-d348-4b90-b87d-834813c6fde7,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,541000,BC03,84.41,1,-1
3926,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_155_1.fastq,60cfc39c-a14a-4dda-a0cf-da3b573ee255,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,541000,BC03,90.88,1,-1
4005,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_155_1.fastq,6e9681a6-ef27-45a2-bc4d-2b67fce5a36a,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,204516,BC03,92.74,0,816
4022,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_155_1.fastq,72047e28-d1c3-4d14-97e0-55a725722310,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,541000,BC03,94.07,1,-1
4147,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_155_1.fastq,88df0645-fe3e-4d6e-ae56-d5bf7143c98b,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,28117,BC03,93.81,0,239759
4315,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_155_1.fastq,a9c64fd5-d32f-4b72-b41e-2ecc7804d473,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,186802,BC03,89.48,1,-1
4450,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_155_1.fastq,c425e251-0c08-4f88-94f0-544bc2766301,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,186802,BC03,86.52,1,-1
4671,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_155_1.fastq,f108d84a-0eb5-43d9-869f-b37894a1b4ea,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,40545,BC03,93.98,0,40544
4682,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_155_1.fastq,f260bc28-2c29-4cd4-8446-c4ea5ba11f0b,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,821,BC03,89.22,0,816
4763,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_125_2.fastq,027f79e4-39cf-4c62-b431-b881dfd6c969,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,470145,BC03,86.99,0,816
4802,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_125_2.fastq,0fa48589-2e02-416e-b229-2e3018ccf5dc,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,541000,BC03,90.3,1,-1
4809,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_125_2.fastq,11e2b531-986c-41c4-90d6-22985f265fc8,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,351091,BC03,88.44,0,459786
4820,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_125_2.fastq,159b71ca-4d04-406e-9b73-46624df7a19e,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,28118,BC03,94.45,0,283168
4868,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_125_2.fastq,25798658-f72a-483b-825c-5ba1823a8de9,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,1531,BC03,90.26,0,1506553
4921,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_125_2.fastq,3341194c-d312-4a57-88fa-c6be3b25afa9,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,541000,BC03,91.45,1,-1
5016,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_125_2.fastq,51b26e3e-c564-479f-af73-c73189cb90db,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,1007096,BC03,89.21,0,459786
5272,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_125_2.fastq,9f2068e1-68f6-455e-a8ac-535a8345a515,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,1903411,BC03,91.28,1,-1
5303,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_125_2.fastq,a961349a-9de1-4790-b1c1-96f07e243b8c,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,543,BC03,94.83,1,-1
5420,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_125_2.fastq,cb5e668b-9435-4604-b568-6610dc3ecd3e,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,470145,BC03,93.48,0,816
5598,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_125_2.fastq,ffe52ffb-458a-4a83-a0ae-3a64cc799ee8,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,541000,BC03,87.04,1,-1
5669,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_212_2.fastq,17cc8b9d-920e-46bf-85a8-4ccfa9d9b86f,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,742743,BC03,92.6,0,39948
5752,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_212_2.fastq,347ad4e1-a081-4952-b80e-c2254b0c1043,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,484018,BC03,93.07,0,816
5817,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_212_2.fastq,4eff351e-b95c-42f0-bec1-62aef440689d,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,541000,BC03,89.0,1,-1
5821,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_212_2.fastq,5271e036-e382-4b6a-8239-7410c5fff2fe,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,194924,BC03,85.44,1,-1
5976,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_212_2.fastq,84ab45dd-d420-437d-ac86-40659500984a,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,28117,BC03,84.17,0,239759
6017,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_212_2.fastq,956304d0-b258-4ae7-9836-e19e6935993e,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,435591,BC03,92.62,0,375288
6056,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_212_2.fastq,a17aa85e-befd-45fb-811b-eb7d82a23edb,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,351091,BC03,92.2,0,459786
6175,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_212_2.fastq,cccc2f24-5a96-4ab1-95a0-0796a0a3a4e7,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,186802,BC03,86.86,1,-1
6294,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_212_2.fastq,f892b148-a99e-4c88-b4a3-acc6d7cb21e1,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,742743,BC03,91.96,0,39948
6326,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_187_3.fastq,0267e674-61ee-48cb-9454-29999efa1a5b,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,541000,BC03,91.27,1,-1
6517,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_187_3.fastq,48ea70f3-4e09-4c19-93a5-bbc8a017b255,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,69825,BC03,88.42,0,1506553
6530,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_187_3.fastq,4e55770a-5905-41b9-88dd-43fc5bea8622,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,449673,BC03,89.51,0,816
6639,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_187_3.fastq,71434257-0580-4d1d-922b-b41198e0a528,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,909930,BC03,92.73,1,-1
6649,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_187_3.fastq,747d9353-6322-4dcc-90f8-eb0f98c99288,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,995019,BC03,92.15,1,-1
6675,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_187_3.fastq,7e00ab55-a207-410a-9d85-47f05c2c65da,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,470145,BC03,94.1,0,816
6728,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_187_3.fastq,90ded9c7-5010-4ec8-9cd7-daba480cbacb,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,1239,BC03,91.82,1,-1
6735,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_187_3.fastq,9293a685-01a1-416c-8598-699096ed5823,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,484018,BC03,89.46,0,816
6968,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_187_3.fastq,e5067fea-4d9e-4d03-bbce-c62bb98981f2,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,541000,BC03,88.66,1,-1
7056,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_42_3.fastq,04c2ae11-56f5-477b-86eb-67f5d370a549,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,470145,BC03,95.19,0,816
7145,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_42_3.fastq,2d771845-3370-40a2-905e-aa0fd160edc7,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,40545,BC03,96.24,0,40544
7188,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_42_3.fastq,3f063cd6-3f4d-4ac8-8203-890e109377d4,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,484018,BC03,93.2,0,816
7292,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_42_3.fastq,73b1b6ac-229f-4932-8654-143a1fb8d333,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,58134,BC03,87.98,0,1506553
7298,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_42_3.fastq,7540ea1a-68ea-4e41-9a98-6352d92c5edd,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,543,BC03,84.44,1,-1
7342,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_42_3.fastq,859efe44-fbb6-4c62-9a72-584ef5de476c,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,879612,BC03,87.6,0,906
7392,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_42_3.fastq,9a9ad124-472d-407a-9d06-6f2538c27879,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,1239,BC03,88.5,1,-1
7445,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_42_3.fastq,b0e15997-e353-4a1b-a510-6624080edb00,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,543,BC03,88.25,1,-1
7482,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_42_3.fastq,c3ac7cbb-3965-42a3-8bfa-63ab41084d5f,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,484018,BC03,91.1,0,816
7512,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_42_3.fastq,d2d643ed-4474-4a5c-8cf4-2f4e8fcec253,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,995019,BC03,88.18,1,-1
7529,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_42_3.fastq,db1e47e8-5d13-461a-92f5-dbffecf02c5b,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,543,BC03,90.57,1,-1
7656,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_90_3.fastq,107b1d92-3c0d-4bcf-a095-b9cb7de90fd0,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,543,BC03,94.19,1,-1
7721,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_90_3.fastq,26d3b074-51e0-4da1-b20d-dc9d7007d423,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,881,BC03,83.07,0,872
7728,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_90_3.fastq,284c6e8b-b74f-4454-93b7-12af3fb0d7b1,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,234908,BC03,93.22,0,40544
7800,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_90_3.fastq,3f75d172-4943-45ca-a369-77db0247243c,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,449673,BC03,82.6,0,816
7849,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_90_3.fastq,4d7c077d-6135-458b-848a-cc1b659b3706,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,541000,BC03,85.33,1,-1
7892,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_90_3.fastq,58c5c7b1-b6b8-49f0-b0cd-6a48750cd221,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,484018,BC03,94.37,0,816
7932,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_90_3.fastq,65880928-6a9d-459f-9be2-b3938b2c6a04,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,58134,BC03,85.74,0,1506553
8052,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_90_3.fastq,8c1c499d-f767-43af-a597-128deacd297c,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,470145,BC03,93.19,0,816
8267,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_90_3.fastq,cdbf4bf6-26e6-481b-ac6f-1a127b1ee1bb,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,351091,BC03,86.77,0,459786
8314,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_90_3.fastq,d97f8c63-5475-4f5e-a3c7-e347c8eef191,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,204516,BC03,88.47,0,816
8363,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_90_3.fastq,e8f17c8e-d82f-4113-b4f7-a1d6c289a91c,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,541000,BC03,88.46,1,-1
8580,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_254_2.fastq,3b623b77-e87c-4ee5-b51c-067db621d38b,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,484018,BC03,91.44,0,816
8581,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_254_2.fastq,3bad2cc5-dfec-4e8c-9395-6ad0db090736,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,1236512,BC03,88.85,0,816
8714,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_254_2.fastq,6a09cbff-2c67-4ed5-bf3e-bd3931bd6aec,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,470145,BC03,94.61,0,816
8896,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_254_2.fastq,a9243738-12ac-46c3-b11a-3a4d20498286,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,541000,BC03,92.61,1,-1
8993,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_254_2.fastq,cccf10e7-99c1-4a4d-a586-9fa026f957ef,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,470145,BC03,94.6,0,816
9223,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_266_1.fastq,1c010e19-8d7b-47e4-b8dd-c267113cb2fb,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,543,BC03,90.21,1,-1
9262,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_266_1.fastq,288282f0-e3f4-4f37-bcdc-346d4bc967d2,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,204516,BC03,91.1,0,816
9352,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_266_1.fastq,42a8952d-4923-4ed7-a8d5-a1d22b1f0de3,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,909929,BC03,93.9,1,-1
9427,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_266_1.fastq,5e848cd7-2cfc-44d1-8acf-799454e7f8c5,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,58134,BC03,84.24,0,1506553
9473,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_266_1.fastq,6b451572-8de4-4402-af92-b72a0d7c9768,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,543,BC03,95.26,1,-1
