,name,read_count,percentage
0,Firmicutes,51373,63.52619668847148
1,Bacteroidetes,24426,30.20440465444113
2,Proteobacteria,3726,4.607451557457122
3,Tenericutes,89,0.11005453263920663
4,Actinobacteria,12,0.01483881338955595
5,Spirochaetes,1,0.0012365677824629957
6,Fusobacteria,1,0.0012365677824629957
7,Fibrobacteres,1,0.0012365677824629957
8,Unclassified,1240,1.5333440502541293
